"PY"	"TI"	"AU"	"DEW"	"IDW"	"DES"	"IDS"	"DT"	"C1W"	"C1S"	"SO"	"Coder"	"DOI"	"DE"
2019	"NEW INSIGHT INTO HELLENISTIC AND ROMAN CYPRIOT WALL PAINTINGS: AN EXPLORATION OF ARTISTS' MATERIALS, PRODUCTION TECHNOLOGY, AND TECHNICAL STYLE"	"RADPOUR R;FISCHER C;KAKOULLI I"	"HELLENISTIC AND ROMAN WALL PAINTINGS; CYPRIOT WALL PAINTINGS; NEA; PAPHOS; CYPRUS; NATURAL AND SYNTHETIC PIGMENTS; EGYPTIAN BLUE; FORENSIC; IMAGING; PIGMENT MAPPING; SPECTROSCOPY; ARCHAEOMETRY"	"EGYPTIAN BLUE; PIGMENTS; CYPRUS"	""	""	"ARTICLE"	"RADPOUR, R (CORRESPONDING AUTHOR), UNIV CALIF LOS ANGELES, MAT SCI \& ENGN DEPT, HSSEAS, LOS ANGELES, CA 90095 USA; RADPOUR, R (CORRESPONDING AUTHOR), UNIV CALIF LOS ANGELES, MOL \& NANO ARCHAEOL LAB, HSSEAS, LOS ANGELES, CA 90095 USA; RADPOUR, ROXANNE; KAKOULLI, IOANNA, UNIV CALIF LOS ANGELES, MAT SCI \& ENGN DEPT, HSSEAS, LOS ANGELES, CA 90095 USA; RADPOUR, ROXANNE; FISCHER, CHRISTIAN; KAKOULLI, IOANNA, UNIV CALIF LOS ANGELES, MOL \& NANO ARCHAEOL LAB, HSSEAS, LOS ANGELES, CA 90095 USA; FISCHER, CHRISTIAN; KAKOULLI, IOANNA, UNIV CALIF LOS ANGELES, UCLA GETTY CONSERVAT PROGRAM, LOS ANGELES, CA 90095 USA"	""	"ARTS"	"WebOfScience"	"10.3390/arts8020074"	"HELLENISTIC AND ROMAN WALL PAINTINGS; CYPRIOT WALL PAINTINGS; NEA; PAPHOS; CYPRUS; NATURAL AND SYNTHETIC PIGMENTS; EGYPTIAN BLUE; FORENSIC; IMAGING; PIGMENT MAPPING; SPECTROSCOPY; ARCHAEOMETRY"
2015	"NEW INSIGHTS INTO DYE CHEMISTRY AND PHYSICS"	"BATCHELOR SN"	""	"ALPHA-HYDROXYALKYL RADICALS; ONE-ELECTRON OXIDATION; TIME-RESOLVED EPR;; AZO DYES; SUPRAMOLECULAR STRUCTURE; ORANGE-II; AQUEOUS-SOLUTION;; RESONANCE RAMAN; SINGLET-OXYGEN; GREEN-TEA"	""	"AZO DYES;  CELLULOSE;  CITRUS FRUITS;  ELECTRONIC STRUCTURE;  PHOTOOXIDATION;  SOLUTIONS; CELLULOSIC MATERIAL;  DETAILED MODELING;  DIFFUSION MEASUREMENTS;  DYE IDENTIFICATION;  MICROVISCOSITIES;  ONE-ELECTRON REDUCTIONS;  REDUCTION MECHANISMS;  SUBSTRATE STRUCTURE; SUBSTRATES"	"ARTICLE"	"BATCHELOR, SN (CORRESPONDING AUTHOR), UNILEVER RES PORT SUNLIGHT, WIRRAL CH63 3JW, CHESHIRE, ENGLAND; UNILEVER RES PORT SUNLIGHT, WIRRAL CH63 3JW, CHESHIRE, ENGLAND"	"UNILEVER RESEARCH PORT SUNLIGHT, BEBINGTON, WIRRAL, CHESHIRE, CH63 3JW, UNITED KINGDOM"	"COLORATION TECHNOLOGY"	"Scopus,WebOfScience"	"10.1111/cote.12138"	""
1996	"NEW MAN-MADE FIBRES UNDER THE MICROSCOPE - LYOCELL FIBRES AND NYLON 6 BLOCK CO-POLYMERS"	"GRIEVE MC"	"FORENSIC SCIENCE; FIBRES; MICROSCOPY; BRIGHTFIELD; POLARISED LIGHT; THERMAL; INTERFERENCE; SCANNING ELECTRON; FTIR-MICROSPECTROSCOPY; LYOCELL; POLYOXYAMIDE; CROSS-SECTIONS; BIREFRINGENCE"	""	"BIREFRINGENCE;  CROSS-SECTIONS;  FIBRES;  FORENSIC SCIENCE;  FTIR-MICROSPECTROSCOPY;  LYOCELL;  MICROSCOPY - BRIGHTFIELD; POLARISED LIGHT; THERMAL; INTERFERENCE; SCANNING ELECTRON;  POLYOXYAMIDE"	"CELLULOSE;  COPOLYMER;  NYLON; ARTICLE;  BIREFRINGENCE;  FORENSIC SCIENCE;  INFRARED RADIATION;  MICROSCOPY;  MORPHOLOGY;  VISCOSITY"	"ARTICLE"	"GRIEVE, MC (CORRESPONDING AUTHOR), BUNDESKRIMINALAMT,KT33 TEXTILKUNDE,THAERSTR 11,D-65193 WIESBADEN,GERMANY"	"KT33 TEXTILKUNDE, BUNDESKRIMINALAMT, THAERSTRASSE 11, 65193 WIESBADEN, GERMANY"	"SCIENCE AND JUSTICE"	"Scopus,WebOfScience"	"10.1016/S1355-0306(96)72568-6"	"FORENSIC SCIENCE; FIBRES; MICROSCOPY; BRIGHTFIELD; POLARISED LIGHT; THERMAL; INTERFERENCE; SCANNING ELECTRON; FTIR-MICROSPECTROSCOPY; LYOCELL; POLYOXYAMIDE; CROSS-SECTIONS; BIREFRINGENCE; BIREFRINGENCE;  CROSS-SECTIONS;  FIBRES;  FORENSIC SCIENCE;  FTIR-MICROSPECTROSCOPY;  LYOCELL;  MICROSCOPY - BRIGHTFIELD; POLARISED LIGHT; THERMAL; INTERFERENCE; SCANNING ELECTRON;  POLYOXYAMIDE"
2008	"NEW METHOD FOR EXAMINING THE INSIDE OF FOOTWEAR"	"NIRENBERG M"	""	""	""	"ARTICLE;  CAMERA;  FIBER OPTICS;  FORENSIC IDENTIFICATION;  LEGAL EVIDENCE;  SHOE;  VIDEORECORDING"	"ARTICLE"	""	"FRIENDLY FOOT CARE, PC, CROWN POINT, IN, UNITED STATES;FRIENDLY FOOT CARE, PC, 50 WEST 94TH PLACE, CROWN POINT, IN 46307, UNITED STATES"	"JOURNAL OF FORENSIC IDENTIFICATION"	"Scopus"	""	""
1986	"NEW OBSERVATIONS ON CUTANEOUS FIREARM WOUNDS"	"TORRE C;VARETTO L;RICCHIARDI P"	""	""	""	"CLASSIFICATION;  CONTROLLED STUDY;  DIAGNOSIS;  EDITORIAL;  EDUCATION;  ELECTRON MICROSCOPY;  ETIOLOGY;  FIREARM;  FORENSIC MEDICINE;  GUNSHOT INJURY;  HUMAN;  HUMAN CELL;  INJURY;  ORGANIZATION AND MANAGEMENT;  PRELIMINARY COMMUNICATION;  SCANNING ELECTRON MICROSCOPY;  SKIN INJURY"	"ARTICLE"	""	"DEPARTMENT OF FORENSIC MEDICINE, UNIVERSITY OF TURIN, TURIN, ITALY"	"AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY"	"Scopus"	"10.1097/00000433-198607030-00003"	""
1978	"NEW TECHNIQUES FOR THE IDENTIFICATION OF MICROSCOPIC SAMPLES OF TEXTILE FIBRES BY INFRARED SPECTROSCOPY"	"COOK R;PATERSON MD"	""	""	""	"FIBER;  FORENSIC MEDICINE;  INFRARED SPECTROMETRY;  TEXTILE"	"ARTICLE"	""	"METROPOLITAN POLICE FORENSIC SCIENCE LABORATORY, 109 LAMBETH ROAD, SE1, LONDON, UNITED KINGDOM"	"FORENSIC SCIENCE INTERNATIONAL"	"Scopus"	"10.1016/0379-0738(78)90009-9"	""
2019	"NILE RED-DYE BASED ANALYSIS OF SYNTHETIC FIBRES FOR FORENSIC APPLICATIONS"	"DEVALLA S;JOSEPH O;PRABHU R"	""	""	""	"FLUORESCENCE;  FLUORESCENCE MICROSCOPY;  NANOTECHNOLOGY;  SYNTHETIC FIBERS;  TERRORISM; ANALYTICAL INSTRUMENT;  DETECTION METHODS;  FORENSIC APPLICATIONS;  FORENSIC EVALUATION;  FORENSICS ANALYSIS;  METHOD VALIDATIONS;  NATURALLY OCCURRING;  SAMPLE PREPARATION; FORENSIC SCIENCE"	"CONFERENCE MATERIAL"	""	"JAMES HUTTON INSTITUTE, ABERDEEN, AB15 8QH, UNITED KINGDOM;INTERNATIONAL SCHOOL OF PHOTONICS, COCHIN UNIV. OF SCIENCE AND TECHNOLOGY, KOCHI, INDIA;SCHOOL OF ENGINEERING, ROBERT GORDON UNIV, ABERDEEN, UNITED KINGDOM"	"PROCEEDINGS OF SPIE - THE INTERNATIONAL SOCIETY FOR OPTICAL ENGINEERING"	"Scopus"	"10.1117/12.2536780"	""
2019	"NILE RED DYE-BASED ANALYSIS OF MICROFIBERS FOR FORENSIC APPLICATIONS"	"DEVALLA S;JOSEPH O;PRABHU R"	"SYNTHETIC FIBERS; FORENSICS; MICROPLASTIC; NILE RED; FLUORESCENCE; MICROSCOPY"	""	""	""	"PROCEEDINGS PAPER"	"DEVALLA, S (CORRESPONDING AUTHOR), JAMES HUTTON INST, ABERDEEN AB15 8QH, SCOTLAND; DEVALLA, SANDHYA, JAMES HUTTON INST, ABERDEEN AB15 8QH, SCOTLAND; JOSEPH, OSHEEN, COCHIN UNIV SCI \& TECHNOL, INT SCH PHOTON, KOCHI, INDIA; PRABHU, RADHAKRISHNA, ROBERT GORDON UNIV, SCH ENGN, ABERDEEN, SCOTLAND"	""	"COUNTERTERRORISM, CRIME FIGHTING, FORENSICS, AND SURVEILLANCE TECHNOLOGIES III"	"WebOfScience"	"10.1117/12.2536780"	"SYNTHETIC FIBERS; FORENSICS; MICROPLASTIC; NILE RED; FLUORESCENCE; MICROSCOPY"
2006	"NON-AQUEOUS CAPILLARY ELECTROPHORESIS WITH RED LIGHT EMITTING DIODE ABSORBANCE DETECTION FOR THE ANALYSIS OF BASIC DYES"	"FAKHARI AR;BREADMORE MC;MACKA M;HADDAD PR;FAKHARI AR;BREADMORE MC;MACKA M"	"CAPILLARY ELECTROPHORESIS; NON-AQUEOUS CAPILLARY ELECTROPHORESIS; DYES; LIGHT-EMMITING DIODE; FORENSICS; INK ANALYSIS"	"FOUNTAIN PEN INKS; INDUCED FLUORESCENCE DETECTION; X-RAY-EMISSION;; ZONE-ELECTROPHORESIS; SEPARATION; BLACK; CHROMATOGRAPHY; SOLVENTS;; FIBERS"	"CAPILLARY ELECTROPHORESIS;  DYES;  FORENSICS;  INK ANALYSIS;  LIGHT-EMMITING DIODE;  NON-AQUEOUS CAPILLARY ELECTROPHORESIS"	"ACETONITRILE;  ELECTROPHORESIS;  ETHANOL;  LIGHT EMITTING DIODES;  LIGHT SOURCES;  MASS SPECTROMETRY;  NEURAL NETWORKS; CAPILLARY ELECTROPHORESIS;  FORENSICS;  INK ANALYSIS;  NON-AQUEOUS CAPILLARY ELECTROPHORESIS; DYES; ACETONE;  ACETONITRILE;  ALCOHOL;  DIMETHYL SULFOXIDE;  DYE;  ELECTROLYTE;  METHANOL;  N;N DIMETHYLFORMAMIDE;  SOLVENT;  TETRAHYDROFURAN;  WATER; ACIDITY;  ANALYTIC METHOD;  ARTICLE;  ARTIFICIAL NEURAL NETWORK;  CAPILLARY ELECTROPHORESIS;  CAPILLARY WALL;  FORENSIC SCIENCE;  LIGHT ABSORPTION;  LIGHT EMITTING DIODE;  PRIORITY JOURNAL;  RED LIGHT;  SENSITIVITY ANALYSIS;  ULTRAVIOLET RADIATION"	"ARTICLE"	"BREADMORE, MC (CORRESPONDING AUTHOR), UNIV TASMANIA, SCH CHEM, AUSTRALIAN CTR RES SEPARAT SCI, GPO BOX 252-75, HOBART, TAS 7001, AUSTRALIA; UNIV TASMANIA, SCH CHEM, AUSTRALIAN CTR RES SEPARAT SCI, HOBART, TAS 7001, AUSTRALIA"	"AUSTRALIAN CENTRE FOR RESEARCH ON SEPARATION SCIENCE, SCHOOL OF CHEMISTRY, UNIVERSITY OF TASMANIA, GPO BOX 252-75, HOBART, TAS 7001, AUSTRALIA"	"ANALYTICA CHIMICA ACTA"	"Scopus,WebOfScience"	"10.1016/j.aca.2006.07.066"	"CAPILLARY ELECTROPHORESIS; NON-AQUEOUS CAPILLARY ELECTROPHORESIS; DYES; LIGHT-EMMITING DIODE; FORENSICS; INK ANALYSIS; CAPILLARY ELECTROPHORESIS;  DYES;  FORENSICS;  INK ANALYSIS;  LIGHT-EMMITING DIODE;  NON-AQUEOUS CAPILLARY ELECTROPHORESIS"
1982	"NON-DESTRUCTIVE IDENTIFICATION OF TEXTILE FIBRES BY INTERFERENCE MICROSCOPY"	"HEUSE O;ADOLF FP;REICHERT MA"	""	""	""	"LEGAL ASPECT;  METHODOLOGY;  PHASE CONTRAST MICROSCOPY;  TEXTILE FIBER"	"ARTICLE"	""	"BUNDESKRIMINALAMT, POSTFACH 1820, WIESBADEN, 6200, GERMANY"	"JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"Scopus"	"10.1016/S0015-7368(82)71459-8"	""
1997	"NON-DESTRUCTIVE NEAR-INFRA-RED ANALYSIS FOR THE IDENTIFICATION OF DYES ON TEXTILES"	"CHEN CS;BROWN CW;BIDE MJ"	""	"SPECTRAL SEARCH; SIZE LIBRARIES; MIXTURES"	""	"SPECTROSCOPY; NEAR-INFRARED;  TESTING; DYE;  TEXTILE; HISTORIC"	"ARTICLE"	"CHEN, CS (CORRESPONDING AUTHOR), UNIV RHODE ISL, DEPT CHEM, KINGSTON, RI 02881 USA; UNIV RHODE ISL, DEPT TEXT FASH MERCHANDISING \& DESIGN, KINGSTON, RI 02881 USA"	"DEPT. OF CHEMISTRY, UNIVERSITY OF RHODE ISLAND, KINGSTON, RI 02881, UNITED STATES;DEPT. OF TEXTILES, FASHION MERCHANDISING AND DESIGN, UNIVERSITY OF RHODE ISLAND, KINGSTON, RI 02881, UNITED STATES"	"JOURNAL OF THE SOCIETY OF DYERS AND COLOURISTS"	"Scopus,WebOfScience"	"10.1111/j.1478-4408.1997.tb01867.x"	""
2013	"NON-DESTRUCTIVE RADIOGRAPHIC EVALUATION AND REPAIRS TO PRE-STRESSED STRUCTURE FOLLOWING PARTIAL COLLAPSE"	"REIS EM;DILEK U"	""	""	""	"CARBON FIBER REINFORCED POLYMER;  DAMAGE ASSESSMENTS;  DOUBLE-TEE;  ENGINEERING EVALUATIONS;  NON DESTRUCTIVE;  PARKING DECK;  PRESTRESSED STRUCTURES;  RADIOGRAPHIC IMAGING;  REINFORCING STEELS;  STEEL BRACKETS;  STEEL REINFORCEMENTS;  XRAY IMAGING; CARBON FIBER REINFORCED PLASTICS;  CARBON FIBERS;  DAMAGE DETECTION;  FORENSIC ENGINEERING;  PRECAST CONCRETE;  REINFORCEMENT;  X RAY RADIOGRAPHY; REPAIR"	"CONFERENCE MATERIAL"	""	"SIEMENS ENERGY, INC., 110 MACALYSON COURT, CARY, NC 27511, UNITED STATES;INDEPENDENT CONSULTANT, UNITED STATES"	"FORENSIC ENGINEERING 2012-GATEWAY TO A BETTER TOMORROW - PROCEEDINGS OF THE 6TH CONGRESS ON FORENSIC ENGINEERING"	"Scopus"	"10.1061/9780784412640.108"	""
2015	"NONDESTRUCTIVE IDENTIFICATION OF DYE MIXTURES IN POLYESTER AND COTTON FIBERS USING RAMAN SPECTROSCOPY AND ULTRAVIOLET-VISIBLE (UV-VIS) MICROSPECTROPHOTOMETRY"	"WAS-GUBALA J;STARCZAK R"	"SYNTHETIC DYES; REACTIVE DYES; DISPERSE DYES; MICROTRACES; TEXTILE; FORENSIC SCIENCES"	""	""	"BINARY MIXTURES;  COTTON;  COTTON FIBERS;  FIBERS;  INFRARED DEVICES;  MIXTURES;  POLYESTERS;  RAMAN SPECTROSCOPY;  SPECTROSCOPIC ANALYSIS; DISCRIMINATORY ANALYSIS;  EXCITATION SOURCES;  LIMITED CAPACITY;  MASS CONCENTRATION;  MICROSPECTROPHOTOMETRY;  NONDESTRUCTIVE IDENTIFICATION;  SPECTROSCOPIC METHOD;  VISIBLE AND ULTRAVIOLET; SYNTHETIC TEXTILE FIBERS; COTTON"	"ARTICLE"	"WAS-GUBALA, J (CORRESPONDING AUTHOR), INST FORENS RES, CRIMINALIST DEPT, WESTERPLATTE 9, PL-31033 KRAKOW, POLAND; WAS-GUBALA, JOLANTA, INST FORENS RES, CRIMINALIST DEPT, PL-31033 KRAKOW, POLAND; STARCZAK, ROZA, JAGIELLONIAN UNIV, DEPT ANALYT CHEM, PL-30060 KRAKOW, POLAND"	"INSTITUTE OF FORENSIC RESEARCH, CRIMINALISTICS DEPARTMENT, WESTERPLATTE 9, KRAKOW, 31-033, POLAND;JAGIELLONIAN UNIVERSITY, DEPARTMENT OF ANALYTICAL CHEMISTRY, INGARDENA 3, KRAKOW, 30-060, POLAND"	"APPLIED SPECTROSCOPY"	"Scopus,WebOfScience"	"10.1366/14-07567"	"SYNTHETIC DYES; REACTIVE DYES; DISPERSE DYES; MICROTRACES; TEXTILE; FORENSIC SCIENCES"
2011	"NONDESTRUCTIVE IDENTIFICATION OF NATURAL AND SYNTHETIC ORGANIC COLORANTS IN WORKS OF ART BY SURFACE ENHANCED RAMAN SCATTERING"	"LEONA M;DECUZZI P;KUBIC TA;GATES G;LOMBARDI JR"	""	"2-HYDROXYETHYL METHACRYLATE HYDROGELS; 2;3-DIHYDROXYPROPYL METHACRYLATE;; IN-SITU; SPECTROSCOPY; DYES; FIBERS; GLAZES"	""	""	"ARTICLE"	"LEONA, M (CORRESPONDING AUTHOR), METROPOLITAN MUSEUM ART, DEPT SCI RES, 1000 5TH AVE, NEW YORK, NY 10028 USA; LEONA, MARCO, METROPOLITAN MUSEUM ART, DEPT SCI RES, NEW YORK, NY 10028 USA; DECUZZI, PETER; KUBIC, THOMAS A, CUNY JOHN JAY COLL CRIMINAL JUSTICE, NEW YORK, NY 10019 USA; GATES, GLENN, WALTERS ART MUSEUM, BALTIMORE, MD 21201 USA; LOMBARDI, JOHN R, CUNY CITY COLL, DEPT CHEM, NEW YORK, NY 10031 USA; LOMBARDI, JOHN R, CUNY CITY COLL, CASI, NEW YORK, NY 10031 USA"	""	"ANALYTICAL CHEMISTRY"	"WebOfScience"	"10.1021/ac2007015"	""
2016	"NONDESTRUCTIVE TOTAL EXCITATION-EMISSION FLUORESCENCE MICROSCOPY COMBINED WITH MULTI-WAY CHEMOMETRIC ANALYSIS FOR VISUALLY INDISTINGUISHABLE SINGLE FIBER DISCRIMINATION"	"MUOZ DE LA PEA A;MUJUMDAR N;HEIDER EC;GOICOECHEA HC;MUOZ DE LA PEA D;CAMPIGLIA AD;DE LA PENA AM;MUJUMDAR N;HEIDER HC;DE LA PENA DM;CAMPIGLIA AD"	""	"PARTIAL LEAST-SQUARES; IONIZATION MASS-SPECTROMETRY; RAMAN-SPECTROSCOPY;; FORENSIC ANALYSIS; CAPILLARY-ELECTROPHORESIS; PATTERN-RECOGNITION;; EVIDENTIAL VALUE; TEXTILE FIBERS; COTTON FIBERS; OIL SAMPLES"	""	"DISCRIMINANT ANALYSIS;  FACE RECOGNITION;  FLUORESCENCE;  FLUORESCENCE MICROSCOPY;  LEAST SQUARES APPROXIMATIONS;  MATRIX ALGEBRA; CHEMOMETRIC ANALYSIS;  EXCITATION EMISSION FLUORESCENCE;  EXCITATION EMISSION MATRICES;  LINEAR DISCRIMINANT ANALYSIS;  NON-DESTRUCTIVE ANALYSIS;  PARALLEL FACTOR ANALYSIS;  PARTIAL LEAST SQUARE (PLS);  SPECTROFLUORIMETERS; FIBERS; FLUORESCENCE MICROSCOPY;  PROCEDURES; MICROSCOPY; FLUORESCENCE"	"ARTICLE"	"CAMPIGLIA, AD (CORRESPONDING AUTHOR), UNIV CENT FLORIDA, DEPT CHEM, 4111 LIBRA DR,POB 25000, ORLANDO, FL 32816 USA; CAMPIGLIA, AD (CORRESPONDING AUTHOR), UNIV CENT FLORIDA, NATL CTR FORENS SCI, 12354 RES PKWY,SUITE 225, ORLANDO, FL 32826 USA; DE LA PENA, ARSENIO MUNOZ; MUJUMDAR, NIRVANI; HEIDER, EMILY C; CAMPIGLIA, ANDRES D, UNIV CENT FLORIDA, DEPT CHEM, 4111 LIBRA DR,POB 25000, ORLANDO, FL 32816 USA; GOICOECHEA, HECTOR C, UNIV NACL LITORAL, FAC BIOQUIM \& CIENCIAS BIOL, CATEDRA QUIM ANALIT 1, LAB DESARROLLO ANALIT \& QUIMIOMETRIA LADAQ, S3000ZAA, SANTA FE, ARGENTINA; DE LA PENA, DAVID MUNOZ, UNIV SEVILLE, DEPT AUTOMAT \& SYST ENGN, SEVILLE 41092, SPAIN; DE LA PENA, ARSENIO MUNOZ, UNIV EXTREMADURA, DEPT ANALYT CHEM, BADAJOZ 06006, SPAIN; DE LA PENA, ARSENIO MUNOZ, UNIV EXTREMADURA, IACYS, BADAJOZ 06006, SPAIN; CAMPIGLIA, ANDRES D, UNIV CENT FLORIDA, NATL CTR FORENS SCI, 12354 RES PKWY,SUITE 225, ORLANDO, FL 32826 USA"	"DEPARTMENT OF CHEMISTRY, UNIVERSITY OF CENTRAL FLORIDA, 4111 LIBRA DRIVE, P.O. BOX 25000, ORLANDO, FL  32816-2366, UNITED STATES;LABORATORIO DE DESARROLLO ANALTICO Y QUIMIOMETRA (LADAQ), CTEDRA DE QUMICA ANALTICA I, FACULTAD DE BIOQUMICA Y CIENCIAS BIOLGICAS, UNIVERSIDAD NACIONAL DE LITORAL, SANTA FE, S3000ZAA, ARGENTINA;DEPARTMENT OF AUTOMATION AND SYSTEMS ENGINEERING, UNIVERSITY OF SEVILLE, SEVILLE, 41092, SPAIN;DEPARTMENT OF ANALYTICAL CHEMISTRY AND IACYS, UNIVERSITY OF EXTREMADURA, BADAJOZ, 06006, SPAIN;NATIONAL CENTER FOR FORENSIC SCIENCE, UNIVERSITY OF CENTRAL FLORIDA, 12354 RESEARCH PARKWAY, SUITE 225, ORLANDO, FL  32826, UNITED STATES"	"ANALYTICAL CHEMISTRY"	"Scopus,WebOfScience"	"10.1021/acs.analchem.6b00264"	""
2000	"NOTE ON FABRIC MARKS IN MOTOR VEHICLE COLLISIONS"	"KUPPUSWAMY R;PONNUSWAMY PK"	"FORENSIC SCIENCE; FIBRES; ACCIDENT INVESTIGATION; MICROSCOPY; PAINT; FABRIC IMPRESSION"	""	"ACCIDENT INVESTIGATION;  FABRIC IMPRESSION;  FIBRES;  FORENSIC SCIENCE;  MICROSCOPY;  PAINT"	"PAINT; ARTICLE;  CLOTHING;  FIBER;  MOTOR VEHICLE;  TEXTILE;  TRAFFIC ACCIDENT;  VICTIM"	"ARTICLE"	"KUPPUSWAMY, R (CORRESPONDING AUTHOR), DEPT FORENS SCI, KAMARAJAR SALAI 600004, CHENNAI, INDIA; DEPT FORENS SCI, KAMARAJAR SALAI 600004, CHENNAI, INDIA; BHARATHIDASAN UNIV, DEPT PHYS, TIRUCHIRAPPALLI 620024, TAMIL NADU, INDIA"	"FORENSIC SCIENCES DEPARTMENT, KAMARAJAR SALAI, CHENNAI 600 004, TAMIL NADU, INDIA;DEPARTMENT OF PHYSICS, BHARATHIDASAN UNIVERSITY, TIRUCHIRAPALLI 620 024, TAMIL NADU, INDIA"	"SCIENCE AND JUSTICE"	"Scopus,WebOfScience"	"10.1016/S1355-0306(00)71934-4"	"FORENSIC SCIENCE; FIBRES; ACCIDENT INVESTIGATION; MICROSCOPY; PAINT; FABRIC IMPRESSION; ACCIDENT INVESTIGATION;  FABRIC IMPRESSION;  FIBRES;  FORENSIC SCIENCE;  MICROSCOPY;  PAINT"
2017	"NOTE ON THE IMPACT BEHAVIOUR OF FIBRE-METAL LAMINATES"	"JONES N"	"FIBRE-METAL LAMINATE; CIRCULAR; SQUARE AND RECTANGULAR PLATES; IMPACT; AND BLAST LOADS; THEORETICAL; COMPARISON WITH EXPERIMENTS"	"LOW-VELOCITY IMPACT; RESISTANCE; PLATES"	"CIRCULAR; SQUARE AND RECTANGULAR PLATES;  COMPARISON WITH EXPERIMENTS;  FIBRE-METAL LAMINATE;  IMPACT AND BLAST LOADS;  THEORETICAL"	"FIBERS;  FUSELAGES;  METALS;  PAPER LAMINATES;  PLASTIC LAMINATES;  SANDWICH STRUCTURES; BLAST LOADS;  COMPARISON WITH EXPERIMENTS;  FIBRE METAL LAMINATES;  RECTANGULAR PLATES;  THEORETICAL; LAMINATES"	"ARTICLE"	"JONES, N (CORRESPONDING AUTHOR), UNIV LIVERPOOL, DEPT ENGN, IMPACT RES CTR, LIVERPOOL L69 3GH, MERSEYSIDE, ENGLAND; JONES, NORMAN, UNIV LIVERPOOL, DEPT ENGN, IMPACT RES CTR, LIVERPOOL L69 3GH, MERSEYSIDE, ENGLAND"	"IMPACT RESEARCH CENTRE, DEPARTMENT OF ENGINEERING, UNIVERSITY OF LIVERPOOL, LIVERPOOL, L69 3GH, UNITED KINGDOM"	"INTERNATIONAL JOURNAL OF IMPACT ENGINEERING"	"Scopus,WebOfScience"	"10.1016/j.ijimpeng.2017.04.004"	"FIBRE-METAL LAMINATE; CIRCULAR; SQUARE AND RECTANGULAR PLATES; IMPACT; AND BLAST LOADS; THEORETICAL; COMPARISON WITH EXPERIMENTS; CIRCULAR; SQUARE AND RECTANGULAR PLATES;  COMPARISON WITH EXPERIMENTS;  FIBRE-METAL LAMINATE;  IMPACT AND BLAST LOADS;  THEORETICAL"
1997	"NOTE: THE IDENTIFICATION OF INCINERATED FIBRES BY THE X-RAY POWDER DIFFRACTION METHOD"	"WAS J;WOCHOWICZ A"	""	""	""	"FOURIER TRANSFORM INFRARED SPECTROSCOPY;  HIGH TEMPERATURE EFFECTS;  NATURAL FIBERS;  OPTICAL MICROSCOPY;  SCANNING ELECTRON MICROSCOPY;  SYNTHETIC FIBERS;  X RAY POWDER DIFFRACTION; ENERGY DISPERSIVE X RAY ANALYSIS (EDX);  INCINERATED FIBERS; COMBUSTION"	"ARTICLE"	""	"INSTITUTE OF FORENSIC RESEARCH, 9 WESTERPLATTE STREET, 31-033 KRAKW, POLAND;TEXTILE INSTITUTE, TECH. UNIV. OF ODZ, 5 FABRYCZNY PLACE, 43-300 BIELSKO-BIAA, POLAND"	"FIRE AND MATERIALS"	"Scopus"	"10.1002/(sici)1099-1018(199707/08)21:4<191::aid-fam608>3.0.co;2-6"	""
1996	"NOTES FROM THE TECHNICAL WORKING GROUP FOR MATERIALS EXAMINATION"	"NA NA"	""	""	""	""	"ARTICLE"	""	""	"CRIME LABORATORY DIGEST"	"Scopus"	""	""
