"TI"	"PY"	"AU"	"DEW"	"IDW"	"DES"	"IDS"	"C1W"	"C1"	"C1S"	"DOI"	"SO"	"DT"	"Coder"	"DE"
"IDENTIFICATION OF DYES ON SINGLE TEXTILE FIBERS BY HPLC-DAD-MS"	2013	"CAREY A;RODEWIJK N;XU X;VAN DER WEERD J"	""	"RAMAN-SPECTROSCOPY; CHROMATOGRAPHY; COTTON; EXTRACTION"	""	"ABSORBANCE SPECTRUM;FORENSIC ANALYSIS;HIGHLY STABLES;INFORMATION CONTENTS;LIMIT OF DETECTION;REPEATED MEASUREMENTS;RETENTION TIME;VALIDATION STUDY;CHEMICAL ANALYSIS;CHEMISTRY;DYES"	"VAN DER WEERD, J (CORRESPONDING AUTHOR), NETHERLANDS FORENS INST, DEPT CHEM ANAL, POB 24044, NL-2490 AA THE HAGUE, NETHERLANDS; VAN DER WEERD, JAAP, NETHERLANDS FORENS INST, DEPT CHEM ANAL, NL-2490 AA THE HAGUE, NETHERLANDS; NETHERLANDS FORENS INST, DEPT MICROTRACES, NL-2490 AA THE HAGUE, NETHERLANDS"	"DEPARTMENTS OF CHEMICAL ANALYSIS AND MICROTRACES,NETHERLANDS FORENSIC INSTITUTE,P.O. BOX 24044,2490AA THE HAGUE,NETHERLANDS"	"DEPARTMENTS OF CHEMICAL ANALYSIS AND MICROTRACES,NETHERLANDS FORENSIC INSTITUTE,P.O. BOX 24044,2490AA THE HAGUE,NETHERLANDS"	"10.1021/ac402173e"	"ANALYTICAL CHEMISTRY"	"ARTICLE"	"Scopus,WebOfScience"	""
"IDENTIFICATION OF GASOLINE SOOT IN SUSPECT ARSON CASES BY USING HEADSPACE SOLID PHASE MICROEXTRACTION-GC/MS"	2004	"WU CH;CHEN CL;HUANG CT;LEE MR;HUANG CM"	"FORENSIC SCIENCE; HEADSPACE SOLID PHASE MICROEXTRACTION; GASOLINE; SOOT; ARSON; POLYCYCLIC AROMATIC HYDROCARBONS"	"POLYCYCLIC AROMATIC-HYDROCARBONS; ACCELERANTS; DEBRIS; RECOVERY; SAMPLES"	"ARSON;  FORENSIC SCIENCE;  GASOLINE;  HEADSPACE SOLID PHASE MICROEXTRACTION;  POLYCYCLIC AROMATIC HYDROCARBONS;  SOOT"	"DIMETICONE;GASOLINE;POLYCYCLIC HYDROCARBON;ARSON;ARTICLE;CHEMICAL ANALYSIS;FORENSIC MEDICINE;GAS CHROMATOGRAPHY;ION MONITORING;LABORATORY TEST;MASS SPECTROMETRY;SOLID PHASE MICROEXTRACTION;SOOT"	"LEE, MR (CORRESPONDING AUTHOR), NATL CHUNG HSING UNIV, DEPT CHEM, TAICHUNG, TAIWAN; NATL CHUNG HSING UNIV, DEPT CHEM, TAICHUNG, TAIWAN; CENT POLICE UNIV, DEPT FIRE SCI, TAOYUAN, TAIWAN; NATL FIRE ADM, MINIST INTERIOR, TAIPEI, TAIWAN"	"DEPARTMENT OF FIRE SCIENCE,CENTRAL POLICE UNIVERSITY,TAOYUAN,TAIWAN; DEPARTMENT OF CHEMISTRY,NATIONAL CHUNG-HSING UNIVERSITY,TAICHUNG,TAIWAN; NATIONAL FIRE ADMINISTRATION,MINISTRY OF INTERIOR,TAIPEI,TAIWAN"	"DEPARTMENT OF FIRE SCIENCE,CENTRAL POLICE UNIVERSITY,TAOYUAN,TAIWAN; DEPARTMENT OF CHEMISTRY,NATIONAL CHUNG-HSING UNIVERSITY,TAICHUNG,TAIWAN; NATIONAL FIRE ADMINISTRATION,MINISTRY OF INTERIOR,TAIPEI,TAIWAN"	"10.1081/AL-120035904"	"ANALYTICAL LETTERS"	"ARTICLE"	"Scopus,WebOfScience"	"FORENSIC SCIENCE;HEADSPACE SOLID PHASE MICROEXTRACTION;GASOLINE;SOOT;ARSON;POLYCYCLIC AROMATIC HYDROCARBONS"
"IDENTIFICATION OF GUNSHOT RESIDUE: A CRITICAL REVIEW"	2001	"ROMOLO FS;MARGOT P"	"GUNSHOT RESIDUE; FIREARMS CHEMISTRY; INTERPRETATION; BAYES RULE"	"SCANNING ELECTRON-MICROSCOPY; DISPERSIVE-X-RAY; ANALYSIS SEM-EDX;; ANODIC-STRIPPING VOLTAMMETRY; NEUTRON-ACTIVATION ANALYSIS; PRIMER; RESIDUE; DISCHARGE RESIDUES; PARTICLE ANALYSIS; COLLECTION SWABS; GSR; PARTICLES"	"BAYES RULE;  FIREARMS CHEMISTRY;  GUNSHOT RESIDUE;  INTERPRETATION"	"ALUMINUM;ANTIMONY;BARIUM;CALCIUM;COPPER;GUNPOWDER;IRON;LEAD;MAGNESIUM;MERCURY;TIN;ZINC;ANALYSIS;BULLET;FIREARM;MELTING POINT;PRIORITY JOURNAL;REVIEW;SCANNING ELECTRON MICROSCOPY"	"ROMOLO, FS (CORRESPONDING AUTHOR), SERV POLIZIA SCI, DIREZ CENT POLIZIA CRIMINALE, GUNSHOT RESIDUE ANAL LAB, VIALE AERONAUT 7, I-00144 ROME, ITALY; SERV POLIZIA SCI, DIREZ CENT POLIZIA CRIMINALE, GUNSHOT RESIDUE ANAL LAB, I-00144 ROME, ITALY; UNIV LAUSANNE, INST POLICE SCI \& CRIMINOL, UNIL, BCH, CH-1015 LAUSANNE, SWITZERLAND"	"HEAD,GUNSHOT RESIDUE ANAL. LAB.,DIR. C.,ROME,ITALY; DIRECTOR,INST. POLICE SCI. CRIMINOLOGIE,U.,LAUSANNE-DORIGNY,SWITZERLAND"	"HEAD,GUNSHOT RESIDUE ANAL. LAB.,DIR. C.,ROME,ITALY; DIRECTOR,INST. POLICE SCI. CRIMINOLOGIE,U.,LAUSANNE-DORIGNY,SWITZERLAND"	"10.1016/S0379-0738(00)00428-X"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"Scopus,WebOfScience"	"GUNSHOT RESIDUE;FIREARMS CHEMISTRY;INTERPRETATION;BAYES RULE"
"IDENTIFICATION OF LYOCELL USING DISPERSION STAINING"	2002	"COYLE TJ;ROBSON R;BAUER P"	"FORENSIC SCIENCE; CRIMINALISTICS; FIBRES; LYOCELL; DYES; STAINING"	"FIBERS"	"CRIMINALISTICS;  DYES;  FIBRES;  FORENSIC SCIENCE;  LYOCELL;  STAINING"	"ARTICLE;BIREFRINGENCE;CLOTHING;FIBER;FORENSIC IDENTIFICATION;REFRACTION INDEX"	"COYLE, TJ (CORRESPONDING AUTHOR), FORENS ALLIANCE LTD, MICROANAL DEPT, CULHAM SCI CTR, F5, ABINGDON OX14 3ED, OXON, ENGLAND; FORENS ALLIANCE LTD, MICROANAL DEPT, CULHAM SCI CTR, ABINGDON OX14 3ED, OXON, ENGLAND"	"MICROANALYSIS DEPARTMENT,FORENSIC ALLIANCE LTD.,F5 CULHAM SCIENCE CENTRE,ABINGDON,OXFORDSHIRE OX14 3ED,UNITED KINGDOM"	"MICROANALYSIS DEPARTMENT,FORENSIC ALLIANCE LTD.,F5 CULHAM SCIENCE CENTRE,ABINGDON,OXFORDSHIRE OX14 3ED,UNITED KINGDOM"	"10.1016/S1355-0306(02)71802-9"	"SCIENCE AND JUSTICE - JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"ARTICLE"	"Scopus,WebOfScience"	"FORENSIC SCIENCE;CRIMINALISTICS;FIBRES;LYOCELL;DYES;STAINING"
"IDENTIFICATION OF MINERAL FIBERS IN THE LUNG [DIE IDENTIFIKATION VON FASERN IN DER LUNGE]"	1985	"RUTTNER JR;SPYCHER MA;STOLKIN I"	""	""	""	"ASBESTOS;MINERAL FIBER;CLINICAL ARTICLE;DIAGNOSIS;ETIOLOGY;FORENSIC MEDICINE;HUMAN;INTOXICATION;LEGAL ASPECT;LUNG;MESOTHELIOMA;METHODOLOGY;RESPIRATORY SYSTEM;SHORT SURVEY"	NA	"UNIVERSITATSSPITAL,CH-8091 ZURICH,SWITZERLAND"	"UNIVERSITATSSPITAL,CH-8091 ZURICH,SWITZERLAND"	""	"ATEMWEGS- UND LUNGENKRANKHEITEN"	"ARTICLE"	"Scopus"	""
"IDENTIFICATION OF NATURAL AND SYNTHETIC FIBRES BY PHOTOACOUSTIC SPECTROPHOTOMETRY IN THE NEAR-INFRARED REGION"	1988	"SINGH SR;SEHGAL VN"	""	""	"COTTON;  FIBRES ANALYSIS;  NEAR-INFRARED PHOTOACOUSTIC SPECTROSCOPY;  POLYESTER (TERENE)"	"COTTON;POLYESTER;CLOTHING;EDITORIAL;NONHUMAN;PRIORITY JOURNAL"	NA	"CENTRAL FORENSIC SCIENCE LABORATORY,CENTRAL BUREAU OF INVESTIGATION,BLOCK 4,CGO COMPLEX,LODHI ROAD,NEW DELHI-110003 INDIA"	"CENTRAL FORENSIC SCIENCE LABORATORY,CENTRAL BUREAU OF INVESTIGATION,BLOCK 4,CGO COMPLEX,LODHI ROAD,NEW DELHI-110003 INDIA"	"10.1016/0379-0738(88)90212-5"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"Scopus"	";COTTON;FIBRES ANALYSIS;NEAR-INFRARED PHOTOACOUSTIC SPECTROSCOPY;POLYESTER (TERENE)"
"IDENTIFICATION OF NATURAL TEXTILE FIBRES"	2012	"NAYAK RK;PADHYE R;FERGUSSON SM"	"NATURAL FIBRE; FIBRE IDENTIFICATION; MICROSCOPY; SPECTROSCOPY; FORENSIC; ANALYSIS"	"FORENSIC ANALYSIS; RAMAN-SPECTROSCOPY; ACRYLIC FIBERS; MICROSCOPY; SILK"	"FIBRE IDENTIFICATION;  FORENSIC ANALYSIS;  MICROSCOPY;  NATURAL FIBRE;  SPECTROSCOPY"	"FIBERS;MICROSCOPIC EXAMINATION;NATURAL FIBERS;SPECTROSCOPY;TEXTILE FIBERS;TEXTILE INDUSTRY;TEXTILES;DESIGN HOUSE;FORENSIC ANALYSIS;IDENTIFICATION METHOD;IDENTIFICATION TECHNIQUES;STRUCTURE AND PROPERTIES;TECHNOLOGICAL CHANGE;FORENSIC SCIENCE"	"PADHYE, R (CORRESPONDING AUTHOR), RMIT UNIV, SCH FASH \& TEXT, MELBOURNE, VIC, AUSTRALIA; NAYAK, R K; PADHYE, R; FERGUSSON, S, RMIT UNIV, SCH FASH \& TEXT, MELBOURNE, VIC, AUSTRALIA"	"SCHOOL OF FASHION AND TEXTILES,RMIT UNIVERSITY,AUSTRALIA"	"SCHOOL OF FASHION AND TEXTILES,RMIT UNIVERSITY,AUSTRALIA"	"10.1016/B978-1-84569-697-9.50011-4"	"HANDBOOK OF NATURAL FIBRES"	"BOOK CHAPTER"	"Scopus,WebOfScience"	"NATURAL FIBRE;FIBRE IDENTIFICATION;MICROSCOPY;SPECTROSCOPY;FORENSIC;ANALYSIS;FORENSIC ANALYSIS"
"IDENTIFICATION OF PIGMENTS OF ARTISTIC, FORENSIC, AND INDUSTRIAL IMPORTANCE BY THE RAMAN MICROPROBE (MOLE) AND SCANNING ELECTRON MICROSCOPY WITH ENERGY-DISPERSIVE X-RAY ANALYSIS"	1982	"ANDERSEN ME"	""	""	""	"DYES;FIBRES;IDENTIFICATION;MINERAL;ORGANIC COMPOUNDS (GENERAL);PHTHALOCYANINE COMPOUNDS;PIGMENTS;POLYURETHANE ELASTOMER;RAMAN SPECTROSCOPY;SCANNING ELECTRON MICROSCOPY;TITANIUM DIOXIDE;X RAY ANALYSIS"	NA	"MCCRONE"	"MCCRONE"	""	""	"ARTICLE"	"Scopus"	""
"IDENTIFICATION OF POLYGONAL BARREL RIFLING CHARACTERISTICS IN BULLET WIPE RESIDUE DEPOSITED ON TEXTILES"	2019	"ROBERTS KA;FISCHER G;DAVIS AR"	""	""	"BULLET WIPE;  DTO;  FORENSIC SCIENCE;  LAND AND GROOVE RIFLING CHARACTERISTICS;  SODIUM RHODIZONATE;  TEXTILE FABRICS"	"COPPER;CYCLOHEXANONE DERIVATIVE;LEAD;RHODIZONIC ACID;RUBEANIC ACID;THIOAMIDE;ANALYSIS;BALLISTICS;CHEMISTRY;FIREARM;GUNSHOT INJURY;HUMAN;TEXTILE;CYCLOHEXANONES;FIREARMS;FORENSIC BALLISTICS;HUMANS;TEXTILES;THIOAMIDES;WOUNDS;GUNSHOT"	NA	"SCHOOL OF CRIMINAL JUSTICE AND CRIMINALISTICS,CALIFORNIA STATE UNIVERSITY,LOS ANGELES,HERTZBERG-DAVIS FORENSIC SCIENCE CENTER,1800 PASEO RANCHO CASTILLA,CA  90032,UNITED STATES; CALIFORNIA FORENSIC SCIENCE INSTITUTE,5151 STATE UNIVERSITY DRIVE,UNITED STATES; LOS ANGELES SHERIFFS DEPARTMENT,SCIENTIFIC SERVICES BUREAU,UNITED STATES"	"SCHOOL OF CRIMINAL JUSTICE AND CRIMINALISTICS,CALIFORNIA STATE UNIVERSITY,LOS ANGELES,HERTZBERG-DAVIS FORENSIC SCIENCE CENTER,1800 PASEO RANCHO CASTILLA,CA  90032,UNITED STATES; CALIFORNIA FORENSIC SCIENCE INSTITUTE,5151 STATE UNIVERSITY DRIVE,UNITED STATES; LOS ANGELES SHERIFFS DEPARTMENT,SCIENTIFIC SERVICES BUREAU,UNITED STATES"	"10.1007/s00414-019-02009-0"	"INTERNATIONAL JOURNAL OF LEGAL MEDICINE"	"ARTICLE"	"Scopus"	";BULLET WIPE;DTO;FORENSIC SCIENCE;LAND AND GROOVE RIFLING CHARACTERISTICS;SODIUM RHODIZONATE;TEXTILE FABRICS"
"IDENTIFICATION OF SINGLE ASBESTOS FIBRES IN HUMAN TISSUES"	1973	"LANGER AM;POOLEY FD"	""	""	""	"ANTHOPHYLLITE;ASBESTOS;ASBESTOS FIBER;CHRYSOTILE;CROCIDOLITE;DIPHENHYDRAMINE;TREMOLITE;UNCLASSIFIED DRUG;ASBESTOSIS;ELECTRON MICROSCOPY;FORENSIC IDENTIFICATION;HISTOLOGY;HUMAN;METHODOLOGY;MICROSCOPY;NORMAL HUMAN;THEORETICAL STUDY;TISSUE"	NA	"ENVIRONM. SCI. LAB.,MT SINAI SCH. MED.,NEW YORK,N.Y.,UNITED KINGDOM"	"ENVIRONM. SCI. LAB.,MT SINAI SCH. MED.,NEW YORK,N.Y.,UNITED KINGDOM"	""	"IARC (INTERNATIONAL AGENCY FOR RESEARCH ON CANCER) SCIENTIFIC PUBLICATIONS"	"ARTICLE"	"Scopus"	""
"IDENTIFICATION OF SINGLE FIBERS BY X-RAY-DIFFRACTION IN FORENSIC ANALYSIS"	1981	"LYNCH BJ;KERRIGAN GC"	""	""	""	""	"LYNCH, BJ (CORRESPONDING AUTHOR), GOVT CHEM LABS,DIV FORENS CHEM,PERTH,WA,AUSTRALIA; WESTERN AUSTRALIAN INST TECHNOL,DEPT PHYS,S BENTLEY,WA 6102,AUSTRALIA"	"LYNCH, BJ (CORRESPONDING AUTHOR), GOVT CHEM LABS,DIV FORENS CHEM,PERTH,WA,AUSTRALIA; WESTERN AUSTRALIAN INST TECHNOL,DEPT PHYS,S BENTLEY,WA 6102,AUSTRALIA"	NA	"10.1002/xrs.1300100411"	"X-RAY SPECTROMETRY"	"ARTICLE"	"WebOfScience"	""
"IDENTIFICATION OF SINGLE FIBRES BY X-RAY DIFFRACTION IN FORENSIC ANALYSIS"	1981	"NA NA"	""	""	""	"DELUSTRING AGENTS;FIBRE ANALYSIS;FIBRES;JUTE;LINEN;NYLON 6;POLYACRYLONITRILE;POLYESTER;POLYPROPYLENE;SPECIMEN PREPARATION;TITANIUM DIOXIDE;VISCOSE RAYON;WOOL;X RAY ANALYSIS"	NA	"NA"	"NA"	""	""	"ARTICLE"	"Scopus"	""
"IDENTIFICATION OF SINGLE FIBRES BY XRAY DIFFRACTION IN FORENSIC ANALYSIS"	1981	"LYNCH BJ;KERRIGAN GC"	""	""	""	"NA"	NA	"FORENSIC CHEMISTRY DIVISION,GOVERNMENT CHEMICAL LABORATORIES,PERTH,WESTERN AUSTRALIA,AUSTRALIA; DEPARTMENT OF PHYSICS,WESTERN AUSTRALIAN INSTITUTE OF TECHNOLOGY,BENTLEY,6102,AUSTRALIA"	"FORENSIC CHEMISTRY DIVISION,GOVERNMENT CHEMICAL LABORATORIES,PERTH,WESTERN AUSTRALIA,AUSTRALIA; DEPARTMENT OF PHYSICS,WESTERN AUSTRALIAN INSTITUTE OF TECHNOLOGY,BENTLEY,6102,AUSTRALIA"	"10.1002/xrs.1300100411"	"XRAY SPECTROMETRY"	"ARTICLE"	"Scopus"	""
"IDENTIFICATION OF SMALL BITS OF NATURAL LEATHER BY PYROLYSIS GAS CHROMATOGRAPHY/MASS SPECTROMETRY"	2008	"KURATA S;ICHIKAWA K"	"PY-GCMS; COLLAGEN; LEATHER; DIKETOPIPERAZINE; IDENTIFICATION"	"MASS-SPECTROMETRY; PRESERVATION"	"COLLAGEN;  DIKETOPIPERAZINE;  IDENTIFICATION;  LEATHER;  PY-GCMS"	"NA"	"KURATA, S (CORRESPONDING AUTHOR), METROPOLITAN POLICE DEPT, CRIMINAL INVESTIGAT LAB, CHIYODA KU, 2-1-1 KASUMIGASEKI, TOKYO 1008929, JAPAN; KURATA, SHOJI; ICHIKAWA, KEIKO, METROPOLITAN POLICE DEPT, CRIMINAL INVESTIGAT LAB, CHIYODA KU, TOKYO 1008929, JAPAN"	"CRIMINAL INVESTIGATION LABORATORY,METROPOLITAN POLICE DEPARTMENT,2-1-1,KASUMIGASEKI,CHIYODA-KU,TOKYO 100-8929,JAPAN"	"CRIMINAL INVESTIGATION LABORATORY,METROPOLITAN POLICE DEPARTMENT,2-1-1,KASUMIGASEKI,CHIYODA-KU,TOKYO 100-8929,JAPAN"	"10.2116/bunsekikagaku.57.563"	"BUNSEKI KAGAKU"	"ARTICLE"	"Scopus,WebOfScience"	"PY-GCMS;COLLAGEN;LEATHER;DIKETOPIPERAZINE;IDENTIFICATION"
"IDENTIFICATION OF SOME FACTORS INFLUENCING SOIL TRANSFER ON SHOES"	2019	"WERNER D;BURNIER C;YU Y;MAROLF AR;WANG Y;MASSONNET G"	"FORENSIC GEOLOGY; SOIL FORENSIC; EXPERIMENTAL DESIGN"	"SIMULATED CONTACTS; CLOTHING MATERIALS; PART 1; FIBERS; GLASS;; PERSISTENCE; OPTIMIZATION; INDIVIDUALS; REPLACEMENT; PARTICLES"	""	""	"MASSONNET, G (CORRESPONDING AUTHOR), UNIV LAUSANNE, ECOLE SCI CRIMINELLES, BATIMENT BATOCHIME, CH-1015 LAUSANNE, SWITZERLAND; WERNER, DENIS; BURNIER, CELINE; MAROLF, ANDRE R; MASSONNET, GENEVIEVE, UNIV LAUSANNE, ECOLE SCI CRIMINELLES, BATIMENT BATOCHIME, CH-1015 LAUSANNE, SWITZERLAND; YU, YINGCHAO; WANG, YUANFENG, CHINA UNIV POLIT SCI \& LAW, INST EVIDENCE LAW \& FORENS SCI, BEIJING, PEOPLES R CHINA; WANG, YUANFENG, MINIST EDUC, KEY LAB EVIDENCE SCI, BEIJING, PEOPLES R CHINA"	"MASSONNET, G (CORRESPONDING AUTHOR), UNIV LAUSANNE, ECOLE SCI CRIMINELLES, BATIMENT BATOCHIME, CH-1015 LAUSANNE, SWITZERLAND; WERNER, DENIS; BURNIER, CELINE; MAROLF, ANDRE R; MASSONNET, GENEVIEVE, UNIV LAUSANNE, ECOLE SCI CRIMINELLES, BATIMENT BATOCHIME, CH-1015 LAUSANNE, SWITZERLAND; YU, YINGCHAO; WANG, YUANFENG, CHINA UNIV POLIT SCI \& LAW, INST EVIDENCE LAW \& FORENS SCI, BEIJING, PEOPLES R CHINA; WANG, YUANFENG, MINIST EDUC, KEY LAB EVIDENCE SCI, BEIJING, PEOPLES R CHINA"	NA	"10.1016/j.scijus.2019.07.004"	"SCIENCE AND JUSTICE"	"ARTICLE"	"WebOfScience"	"FORENSIC GEOLOGY;SOIL FORENSIC;EXPERIMENTAL DESIGN"
"IDENTIFICATION OF SOME SYNTHETIC FIBERS BY THEIR BIREFRINGENCE"	1979	"JOHRI MC;JATAR DP"	""	""	""	"BIREFRINGENCE;FIBER;FORENSIC MEDICINE;METHODOLOGY"	NA	"UNIV. GRANTS COMMISS.,GOVERNM. INDIA,NEW DELHI,INDIA"	"UNIV. GRANTS COMMISS.,GOVERNM. INDIA,NEW DELHI,INDIA"	"10.1520/jfs10889j"	"JOURNAL OF FORENSIC SCIENCES"	"ARTICLE"	"Scopus"	""
"IDENTIFICATION OF SPECIFIC ANIMAL HAIR FIBERS USING FORENSIC SCIENCE"	2017	"NAZI M"	""	""	""	"NA"	NA	"DEPARTMENT OF TEXTILE AND LEATHER,STANDARD RESEARCH INSTITUTE,KARAJ,IRAN"	"DEPARTMENT OF TEXTILE AND LEATHER,STANDARD RESEARCH INSTITUTE,KARAJ,IRAN"	""	"FIBER SOCIETY 2017 SPRING CONFERENCE: NEXT GENERATION FIBERS FOR SMART PRODUCTS"	"CONFERENCE PAPER"	"Scopus"	""
"IDENTIFICATION OF STAB OBJECTS BY DAMAGES ON CLOTHES"	1987	"OLEINIK NG"	""	""	""	"CLOTHING;CONTROLLED STUDY;FIBER;IDENTIFICATION;NONHUMAN;PRELIMINARY COMMUNICATION;STAB WOUND;TEXTILE;THEORETICAL STUDY;USSR;ARTICLE;FORENSIC MEDICINE;HUMAN;METHODOLOGY;PATHOLOGY;ENGLISH ABSTRACT;TEXTILES;WOUNDS;STAB"	NA	"KURS SUDEBNOJ MEDITSINY SEVERO-OSETINSKOGO MEDITSINSKOGO INSTITUTA,ORDZHONIKIDZE"	"KURS SUDEBNOJ MEDITSINY SEVERO-OSETINSKOGO MEDITSINSKOGO INSTITUTA,ORDZHONIKIDZE"	""	"SUDEBNO-MEDITSINSKAYA EKSPERTIZA"	"ARTICLE"	"Scopus"	""
"IDENTIFICATION OF TEXTILE FIBERS"	2009	"HOUCK MM"	""	""	""	"NA"	NA	"FORENSIC SCIENCE INITIATIVE,FORENSIC BUSINESS RESEARCH AND DEVELOPMENT,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,UNITED STATES"	"FORENSIC SCIENCE INITIATIVE,FORENSIC BUSINESS RESEARCH AND DEVELOPMENT,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,UNITED STATES"	"10.1533/9781845695651"	"IDENTIFICATION OF TEXTILE FIBERS"	"BOOK"	"Scopus"	""
"IDENTIFICATION OF THERMALLY CHANGED FIBRES"	1997	"WAS J"	"FIBRES; THERMAL CHANGES; ORGANIC AND INORGANIC COMPOUNDS; FT-IR; SEMI; EDX; PETROGRAPHIC (POLARISING) MICROSCOPY; X-RAY DIFFRACTION; IDENTIFICATION"	""	"FIBRES;  FT-IR;  IDENTIFICATION;  ORGANIC AND INORGANIC COMPOUNDS;  PETROGRAPHIC (POLARISING) MICROSCOPY;  SEM/EDX;  THERMAL CHANGES;  X-RAY DIFFRACTION"	"ARTICLE;CLOTHING;HEATING;INFRARED SPECTROSCOPY;PRIORITY JOURNAL;SCANNING ELECTRON MICROSCOPY;X RAY DIFFRACTION"	"WAS, J (CORRESPONDING AUTHOR), INST FORENS RES,UL WESTERPLATTE 9,PL-31033 KRAKOW,POLAND"	"INSTITUTE OF FORENSIC RESEARCH,UL. WESTERPLATTE 9,31-033 CRACOW,POLAND"	"INSTITUTE OF FORENSIC RESEARCH,UL. WESTERPLATTE 9,31-033 CRACOW,POLAND"	"10.1016/S0379-0738(96)02075-0"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"Scopus,WebOfScience"	"FIBRES;THERMAL CHANGES;ORGANIC AND INORGANIC COMPOUNDS;FT-IR;SEMI;EDX;PETROGRAPHIC (POLARISING) MICROSCOPY;X-RAY DIFFRACTION;IDENTIFICATION;SEM/EDX"
"IDENTIFICATIONS AND QUANTITATIVE MEASUREMENTS OF NARCOTICS IN SOLID MIXTURES USING NEAR-IR RAMAN SPECTROSCOPY AND MULTIVARIATE ANALYSIS"	1999	"RYDER AG;O'CONNOR GM;GLYNN TJ"	"FORENSIC SCIENCE; RAMAN; SPECTROSCOPY; NEAR-INFRARED; SUBSTANCE ABUSE; DETECTION; QUANTITATIVE; MULTIVARIATE ANALYSIS"	"EXPLOSIVE MATERIALS; TRANSFORM; FIBER"	""	""	"RYDER, AG (CORRESPONDING AUTHOR), NATL UNIV IRELAND UNIV COLL GALWAY, NATL CTR LASER APPLICAT, DEPT PHYS, GALWAY, IRELAND; NATL UNIV IRELAND UNIV COLL GALWAY, NATL CTR LASER APPLICAT, DEPT PHYS, GALWAY, IRELAND"	"RYDER, AG (CORRESPONDING AUTHOR), NATL UNIV IRELAND UNIV COLL GALWAY, NATL CTR LASER APPLICAT, DEPT PHYS, GALWAY, IRELAND; NATL UNIV IRELAND UNIV COLL GALWAY, NATL CTR LASER APPLICAT, DEPT PHYS, GALWAY, IRELAND"	NA	""	"JOURNAL OF FORENSIC SCIENCES"	"ARTICLE"	"WebOfScience"	"FORENSIC SCIENCE;RAMAN;SPECTROSCOPY;NEAR-INFRARED;SUBSTANCE ABUSE;DETECTION;QUANTITATIVE;MULTIVARIATE ANALYSIS"
"IDENTIFYING A SUITABLE MOUNTING MEDIUM FOR USE IN FORENSIC FIBRE EXAMINATION"	2007	"WIGGINS KG;DRUMMOND P"	"MOUNTING MEDIUM; FIBRE; XAM NEUTRAL MEDIUM-IMPROVED WHITE; ENTELLAN NEW"	""	"ENTELLAN NEW;  FIBRE;  MOUNTING MEDIUM;  XAM NEUTRAL MEDIUM-IMPROVED WHITE"	"MOUNTING MEDIUM;NYLON;POLYESTER;REAGENT;RESIN;UNCLASSIFIED DRUG;ARTICLE;COLOR;FIBER;FLUORESCENCE;FORENSIC SCIENCE;HISTOLOGY;INFRARED SPECTROSCOPY;MICROSCOPE;PERFORMANCE;REFRACTION INDEX;SOLUBILITY;THIN LAYER CHROMATOGRAPHY;FORENSIC SCIENCES;RESINS;SYNTHETIC;TEXTILES"	"DRUMMOND, P (CORRESPONDING AUTHOR), FORENS SCI SERV INC, 109 LAMBETH RD, LONDON SE1 7LP, ENGLAND; FORENS SCI SERV INC, LONDON SE1 7LP, ENGLAND"	"FORENSIC SCIENCE SERVICE,109 LAMBETH ROAD,LONDON,SE1 7LP ENGLAND,UNITED KINGDOM"	"FORENSIC SCIENCE SERVICE,109 LAMBETH ROAD,LONDON,SE1 7LP ENGLAND,UNITED KINGDOM"	"10.1016/j.scijus.2006.10.001"	"SCIENCE AND JUSTICE"	"ARTICLE"	"Scopus,WebOfScience"	"MOUNTING MEDIUM;FIBRE;XAM NEUTRAL MEDIUM-IMPROVED WHITE;ENTELLAN NEW"
"ILLUMINATION"	2010	"O'ROURKE K"	""	""	""	"NA"	NA	"NA"	"NA"	""	"ADVANCED IMAGING"	"ARTICLE"	"Scopus"	""
