Authors	Author(s) ID	Title	Year	Source title	Volume	Issue	Art. No.	Page start	Page end	Page count	Cited by	DOI	Link	Author Keywords	Index Keywords	Document Type	Publication Stage	Access Type	Source	EID
"De Wael K., Baes C., Lepot L., Gason F."	23491995600;23491213400;15021035100;14038614100;	On the frequency of occurrence of a peculiar polyester fibre type found in blue denim textiles	2011	Science and Justice	51	4		154	162		10	10.1016/j.scijus.2011.02.001	https://www.scopus.com/inward/record.uri?eid=2-s2.0-82655181302&doi=10.1016%2fj.scijus.2011.02.001&partnerID=40&md5=d4b5d7208fcb07f3481f04308f89c561	Blue denim; Indigo; Jeans; Microspectrophotometry (MSP); Polyester; Raman spectroscopy	dye; polyester; article; clothing; fiber; forensic science; human; microscopy; microspectrophotometry; morphology; Raman spectrometry; textile; victim	Article	Final		Scopus	2-s2.0-82655181302
"De Wael K., Lepot L."	23491995600;15021035100;	Dichroism measurements in forensic fibre examination. Part 3 - Dyed cotton and viscose fibres.	2011	Science and Justice	51	4		173	186		10	10.1016/j.scijus.2011.03.001	https://www.scopus.com/inward/record.uri?eid=2-s2.0-82655173663&doi=10.1016%2fj.scijus.2011.03.001&partnerID=40&md5=abf53c1093beb4310e4e6750ce2bc1ae	Cotton; Dichroism; Fibre examination; Microspectrophotometry (MSP); Polarized light; Viscose	anthraquinone derivative; azo compound; cellulose; formazan; oxazine derivative; phthalocyanine; stilbene; sulfur; thiazole; xanthene; article; chemical structure; circular dichroism; cotton; forensic identification; microscopy; microspectrophotometry	Article	Final		Scopus	2-s2.0-82655173663
"Was-Gubala J., Grzesiak E."	6602268152;11438922400;	The kinetics of colour change in textiles and fibres treated with detergent solutions. Part II - Spectrophotometric measurements	2010	Science and Justice	50	2		55	58		10	10.1016/j.scijus.2009.05.002	https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951297102&doi=10.1016%2fj.scijus.2009.05.002&partnerID=40&md5=4463a41f77cc070efe2aafbbbb6bff90	Detergents; Fibres; Microspectrophotometry; Spectrophotometry; Textile	detergent; article; chemical reaction kinetics; color; controlled study; laundry; microspectrophotometry; physical chemistry; reaction time; spectrophotometry; textile fiber; textile industry; textile washing	Article	Final		Scopus	2-s2.0-77951297102
"Oehmichen M., Meissner C."	56277713500;7006495100;	Routine techniques in forensic neuropathology as demonstrated by gunshot injury to the head	2009	Legal Medicine	11	SUPPL. 1		S50	S53		10	10.1016/j.legalmed.2009.01.113	https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349174218&doi=10.1016%2fj.legalmed.2009.01.113&partnerID=40&md5=2a9eb9ed1a3153a9a2f7b049ddbd31fa	Computer tomography; Gunshot wound; Macroscopic examination; Microscopic examination; Neuropathological methods; Tissue destruction	"amyloid precursor protein; CD68 antigen; eosin; glial fibrillary acidic protein; hematoxylin; microtubule associated protein; naphthol AS D esterase; astrocyte; autopsy; axonal injury; biometry; cause of death; cell infiltration; computer assisted tomography; demyelination; documentation; forensic pathology; gunshot injury; head; human; ischemia; nerve cell; nerve fiber; neuropathology; neutrophil; Nissl staining; protein expression; review; silver staining; victim; Amyloid beta-Protein; Astrocytes; Brain; Diffuse Axonal Injury; Forensic Pathology; Head Injuries, Penetrating; Humans; Imaging, Three-Dimensional; Neurons; Neutrophils; Skull; Tomography, X-Ray Computed; Wounds, Gunshot"	Review	Final		Scopus	2-s2.0-67349174218
"Wiggins K., Drummond P."	7003873724;11939597600;	Identifying a suitable mounting medium for use in forensic fibre examination	2007	Science and Justice	47	1		2	8		10	10.1016/j.scijus.2006.10.001	https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447637264&doi=10.1016%2fj.scijus.2006.10.001&partnerID=40&md5=1b364333a60c965ef507b154c2a4b670	Entellan New; Fibre; Mounting medium; XAM neutral medium-improved white	"mounting medium; nylon; polyester; reagent; resin; unclassified drug; article; color; fiber; fluorescence; forensic science; histology; infrared spectroscopy; microscope; performance; refraction index; solubility; thin layer chromatography; Forensic Sciences; Resins, Synthetic; Textiles"	Article	Final		Scopus	2-s2.0-34447637264
Andrasko J.	7004449107;	A simple microthermal desorption device	2006	Journal of Forensic Sciences	51	4		925	928		10	10.1111/j.1556-4029.2006.00179.x	https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745755093&doi=10.1111%2fj.1556-4029.2006.00179.x&partnerID=40&md5=f7e032957376afbb0eec7dba1c84303a	Document examination; Forensic science; Ink analysis; Thermal desorption	ink; liquid nitrogen; solvent; article; cost effectiveness analysis; desorption; device; document examination; fiber; forensic science; gas chromatography; laboratory; mass spectrometry; microthermal desorption; needle; paper; priority journal; sample size; solid phase microextraction; spectrometer; temperature; writing	Article	Final		Scopus	2-s2.0-33745755093
"Espinoza E., Przybyla J., Cox R."	56348343000;14039417300;57198107673;	Analysis of fiber blends using horizontal attenuated total reflection Fourier transform infrared and discriminant analysis	2006	Applied Spectroscopy	60	4		386	391		10	10.1366/000370206776593609	https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744726175&doi=10.1366%2f000370206776593609&partnerID=40&md5=6287ea9be9e59e32cece299b926f6b07	Discriminant analysis; Fiber blends; Forensics; Fourier transform infrared spectroscopy; HATR/FT-IR; Horizontal attenuated total reflection; Textile blends	"Fiber blend components; Fiber blends; Horizontal attenuated total reflection; Statistical tools; Fourier transform infrared spectroscopy; Textile fibers; Textile blends; Attenuated Total Reflection; Discriminant Analysis; Fibers; Forensics; Fourier Analysis; Infrared Spectroscopy; Textiles; article; chemistry; discriminant analysis; infrared spectroscopy; methodology; plant; reproducibility; textile; textile industry; Discriminant Analysis; Plant Components; Reproducibility of Results; Spectroscopy, Fourier Transform Infrared; Textile Industry; Textiles"	Article	Final		Scopus	2-s2.0-33744726175
"Lepik D., Vasiliev V."	8524146500;8524146400;	"Comparison of injuries caused by the pistols Tokarev, Makarov and Glock 19 at firing distances of 10, 15 and 25 cm"	2005	Forensic Science International	151	1		1	10		10	10.1016/j.forsciint.2004.06.030	https://www.scopus.com/inward/record.uri?eid=2-s2.0-20444376236&doi=10.1016%2fj.forsciint.2004.06.030&partnerID=40&md5=b5a089b4134639084268d453fb7cd4eb	Cloth and skin injuries; Firing distance; Gunshot wounds	"gunpowder; article; autopsy; ballistics; bullet; comparative study; controlled study; epidermis; gunshot injury; human; human tissue; particle size; priority journal; skin injury; soot; stratum corneum; textile; textile fiber; Firearms; Forensic Ballistics; Humans; Skin; Textiles; Wounds, Gunshot"	Article	Final		Scopus	2-s2.0-20444376236
"Shor Y., Tsach T., Vinokurov A., Glattstein B., Landau E., Levin N."	6603457188;6508141599;7006603191;6603520952;57213928409;16683533000;	Lifting shoeprints using gelatin lifters and a hydraulic press	2003	Journal of Forensic Sciences	48	2		368	372		10		https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037346486&partnerID=40&md5=eb6e2813450b611c3599b2ed3516cb01	Footwear prints; Forensic science; Gelatin lifters; Hydraulic press; Press method; Shoeprints	gelatin; conference paper; forensic science; instrumentation; laboratory test; pressure; priority journal; quality control; shoe; surface property; Forensic Medicine; Gelatin; Humans; Shoes	Conference Paper	Final		Scopus	2-s2.0-0037346486
Wa?s J.	6507523171;	Identification of thermally changed fibres	1997	Forensic Science International	85	1		51	63		10	10.1016/S0379-0738(96)02075-0	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031014040&doi=10.1016%2fS0379-0738%2896%2902075-0&partnerID=40&md5=240f6b91c40371c8664973b68796dc96	Fibres; FT-IR; Identification; Organic and inorganic compounds; Petrographic (polarising) microscopy; SEM/EDX; Thermal changes; X-ray diffraction	article; clothing; heating; infrared spectroscopy; priority journal; scanning electron microscopy; X ray diffraction	Article	Final		Scopus	2-s2.0-0031014040
Raza-Ahmad A.	6508369073;	Fibrinogen: A diagnostic marker for early ischemia	1994	Biotechnic and Histochemistry	69	5		268	272		10	10.3109/10520299409106300	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028069028&doi=10.3109%2f10520299409106300&partnerID=40&md5=e29810c5c96019e62af163118a6add21	Cell changes; Fibrinogen; Marker of early ischemia; Myocardial fibers; Myocardial infarction	albumin; avidin; biotin; eosin; fibrinogen; hematoxylin; immunoglobulin g; monoclonal antibody; paraffin; article; controlled study; heart infarction; heart muscle ischemia; human; human tissue; immunofluorescence; immunohistochemistry; sarcoplasm; Albumins; Biological Markers; Fibrinogen; Formaldehyde; Human; Immunoglobulin G; Immunohistochemistry; Myocardial Ischemia; Myocardium; Necrosis; Paraffin Embedding; Reproducibility of Results; Sensitivity and Specificity; Tissue Fixation	Article	Final		Scopus	2-s2.0-0028069028
"Cook R., Evett I.W., Jackson G., Rogers M."	7403131086;35575837900;7402321350;57198786575;	A workshop approach to improving the understanding of the significance of fibres evidence	1993	Journal of the Forensic Science Society	33	3		149	152		10	10.1016/S0015-7368(93)72998-9	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027442332&doi=10.1016%2fS0015-7368%2893%2972998-9&partnerID=40&md5=5735982181acb0ec65d84af6a6b5c62e	Bayesian; Fibres; Interpretation; Persistence; Statistics; Training; Transference	article; case study; fiber; forensic identification; skill; training; workshop	Article	Final		Scopus	2-s2.0-0027442332
"Crooks D.A., Scholtz C.L., Vowles G., Greenwald S., Evans S."	56366983400;7004903509;6602427411;7006228149;57196874981;	Axonal Injury in Closed Head Injury by Assault: A Quantitative Study	1992	"Medicine, Science and the Law"	32	2		109	117		10	10.1177/106002809203200204	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026746071&doi=10.1177%2f106002809203200204&partnerID=40&md5=87ad978249037907b7f21c5c2ce67582		glial fibrillary acidic protein; article; assault; astrocyte; clinical article; controlled study; corpus callosum; head injury; human; human tissue; immunoperoxidase staining; nerve fiber degeneration; priority journal; quantitative histochemistry; silver staining; survival time; Axons; Brain; Brain Injuries; Forensic Medicine; Human; Regression Analysis; Silver; Staining and Labeling; Time Factors; Violence	Article	Final		Scopus	2-s2.0-0026746071
"Hartshorne A.W., Laing D.K."	6602150474;7006345328;	Microspectrofluorimetry of fluorescent dyes and brighteners on single textile fibres: Part 1 - Fluorescence emission spectra	1991	Forensic Science International	51	2		203	220		10	10.1016/0379-0738(91)90187-N	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025937919&doi=10.1016%2f0379-0738%2891%2990187-N&partnerID=40&md5=9b9a2c984798972f30b5564f9b4ce70b	Brighteners; Dyes; Emission spectra; Microspectrofluorimetry; Single fibres	fluorescent dye; article; fiber; flame photometry; fluorescence; forensic science; microspectrophotometry; priority journal; spectrofluorometry; textile	Article	Final		Scopus	2-s2.0-0025937919
"Cheng J., Wanogho S.O., Watson N.D., Caddy B."	55492590000;6505913157;7201757449;7004233264;	The extraction and classification of dyes from cotton fibres using different solvent systems	1991	Journal of the Forensic Science Society	31	1		31	40		10	10.1016/S0015-7368(91)73115-0	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025910878&doi=10.1016%2fS0015-7368%2891%2973115-0&partnerID=40&md5=5202d8881598477fe700d39e45212c4b	Classification scheme; Colour change; Cotton; Dye; Fibres; Solvent extract	dye; solvent; article; classification; cotton; extraction	Article	Final		Scopus	2-s2.0-0025910878
"Fechner G., Petkovits T., Brinkmann B."	7006750575;57212738371;7103117269;	Ultrastructural pathology of mechanical damage of skeletal muscles	1990	Zeitschrift für Rechtsmedizin	103	4		291	299		10	10.1007/BF00204372	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025233957&doi=10.1007%2fBF00204372&partnerID=40&md5=91d2dfb10d562d1bed7f054ce5d3a4fb	"electron microscopy; Mechanical trauma; Skeletal muscle, vital reactions[/kw]"	"animal; article; blunt trauma; cadaver; dog; edema; electron microscopy; human; injury; muscle; pathology; sarcolemma; time; ultrastructure; animal cell; animal experiment; histology; histopathology; mammal; muscle injury; nonhuman; pathogenesis; Animal; Dogs; Edema; English Abstract; Human; Microscopy, Electron; Muscles; Postmortem Changes; Sarcolemma; Time Factors; Wounds, Nonpenetrating"	Article	Final		Scopus	2-s2.0-0025233957
"Choudhry M.Y., Whritenour R.D."	7005795885;6504828698;	A new approach to unraveling tangled adhesive tape for potential detection of latent prints and recovery of trace evidence	1990	Journal of Forensic Sciences	35	6		1373	1383		10		https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025036230&partnerID=40&md5=1d2dce383bc1d13e918047d2e5d45f82	adhesive tapes; criminalistics; crystal violet; cyanoacrylate fuming; fingerprints; forensic science; latent print detection; trace evidence materials; untangling of adhesive tape	adhesive agent; conference paper; education; forensic identification; nonhuman; priority journal	Conference Paper	Final		Scopus	2-s2.0-0025036230
"Wiggins K.G., Allard J.E."	7003873724;7103067663;	The evidential value of fabric car seats and car seat covers	1987	Journal of the Forensic Science Society	27	2		93	101		10	10.1016/S0015-7368(87)72715-7	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023191108&doi=10.1016%2fS0015-7368%2887%2972715-7&partnerID=40&md5=59df5c4fcec385c33f54b10285da0cc7	Car: fabric seats; Car: seat covers; Dye batch variation; Dyes; Evidence; Fabric composition		Note	Final		Scopus	2-s2.0-0023191108
"Cook R., Norton D."	57199442281;57196523819;	An Evaluation of Mounting Media for Use in Forensic Textile Fibre Examination	1982	Journal of the Forensic Science Society	22	1		57	63		10	10.1016/S0015-7368(82)71446-X	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020084515&doi=10.1016%2fS0015-7368%2882%2971446-X&partnerID=40&md5=e206ed79bb7253f53f8dfd7dc1de76aa		fiber; forensic medicine; textile	Article	Final		Scopus	2-s2.0-0020084515
"Paterson M.D., Cook R."	7102020226;57199442281;	The production of colour coordinates from microgram quantities of textile fibres. Part I	1980	Forensic Science International	15	3		249	258		10	10.1016/0379-0738(80)90142-5	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0018898876&doi=10.1016%2f0379-0738%2880%2990142-5&partnerID=40&md5=27841367e6197f44c1a7a33a00fe0829		dye; color; forensic medicine; methodology; textile fiber	Article	Final		Scopus	2-s2.0-0018898876
"Rouen R.A., Reeve V.C."	6506423714;57214577506;	A comparison and evaluation of techniques for identification of synthetic fibers.	1970	Journal of Forensic Sciences	15	3		410	432		10		https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014817160&partnerID=40&md5=98409524f6ac13d14ce34d3fa7481447		"plastic; polymer; article; comparative study; forensic medicine; gas chromatography; human; infrared radiation; polarization microscopy; spectrophotometry; technique; textile; Chromatography, Gas; Comparative Study; Forensic Medicine; Human; Infrared Rays; Methods; Microscopy, Polarization; Plastics; Polymers; Spectrophotometry; Textiles"	Article	Final		Scopus	2-s2.0-0014817160
"de Castro T.C., Carr D.J., Taylor M.C., Kieser J.A., Duncan W."	55557326800;8049037200;24176029100;35563406800;56559449200;	"Drip bloodstain appearance on inclined apparel fabrics: Effect of prior-laundering, fibre content and fabric structure"	2016	Forensic Science International	266			488	501		9	10.1016/j.forsciint.2016.07.008	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979578374&doi=10.1016%2fj.forsciint.2016.07.008&partnerID=40&md5=dbada8894d1b0e3e0c84be5938d6a713	Elliptical stains; Impact angles; Wetting; Wicking	"polyester; Article; blood drop height; blood drop volume; bloodstain characteristic; comparative study; controlled study; cotton; digital imaging; drip bloodstain appearance; fabric structure; fiber content; forensic identification; forensic science; nonhuman; parent stain size; priority journal; quantitative analysis; satellite stain; textile; textile fiber; textile washing; animal; animal model; blood stain; clothing; forensic medicine; laundry; physical phenomena; Animals; Blood Stains; Clothing; Forensic Medicine; Laundering; Models, Animal; Physical Phenomena"	Article	Final		Scopus	2-s2.0-84979578374
